District,Annual_Rainfall_mm,State,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price,Effective_Rainfall_mm,GW_Depth_m,GW_Contribution_mm,Total_Available_mm,Feasibility,Top_3_Crops
Jalandhar,828.3,Punjab,Mehatpur,Raddish,Other,FAQ,28/10/2025,1500.0,2000.0,2000.0,538.395,,,538.395,"{'Paddy': np.float64(44.87), 'Wheat': np.float64(119.64), 'Maize': np.float64(97.89), 'Cotton': np.float64(76.91), 'Sugarcane': np.float64(35.89), 'Mustard': np.float64(134.6), 'Barley': np.float64(119.64), 'Groundnut': np.float64(89.73)}","['1. Mustard (134.6%)', '2. Wheat (119.64%)', '3. Barley (119.64%)']"
Sbs Nagar,769.2,,,,,,,,,,499.9800000000001,,,499.9800000000001,"{'Paddy': np.float64(41.67), 'Wheat': np.float64(111.11), 'Maize': np.float64(90.91), 'Cotton': np.float64(71.43), 'Sugarcane': np.float64(33.33), 'Mustard': np.float64(125.0), 'Barley': np.float64(111.11), 'Groundnut': np.float64(83.33)}","['1. Mustard (125.0%)', '2. Wheat (111.11%)', '3. Barley (111.11%)']"
Hoshiarpur,470.3,Punjab,Garh Shankar,Ginger(Green),Green Ginger,FAQ,28/10/2025,5000.0,6500.0,5500.0,305.695,,,305.695,"{'Paddy': np.float64(25.47), 'Wheat': np.float64(67.93), 'Maize': np.float64(55.58), 'Cotton': np.float64(43.67), 'Sugarcane': np.float64(20.38), 'Mustard': np.float64(76.42), 'Barley': np.float64(67.93), 'Groundnut': np.float64(50.95)}","['1. Mustard (76.42%)', '2. Wheat (67.93%)', '3. Barley (67.93%)']"
Hoshiarpur,470.3,Punjab,Garh Shankar,Papaya,Other,Large,28/10/2025,3000.0,4000.0,3500.0,305.695,,,305.695,"{'Paddy': np.float64(25.47), 'Wheat': np.float64(67.93), 'Maize': np.float64(55.58), 'Cotton': np.float64(43.67), 'Sugarcane': np.float64(20.38), 'Mustard': np.float64(76.42), 'Barley': np.float64(67.93), 'Groundnut': np.float64(50.95)}","['1. Mustard (76.42%)', '2. Wheat (67.93%)', '3. Barley (67.93%)']"
Hoshiarpur,470.3,Punjab,Tanda Urmur,Garlic,Other,FAQ,28/10/2025,10000.0,12000.0,11000.0,305.695,,,305.695,"{'Paddy': np.float64(25.47), 'Wheat': np.float64(67.93), 'Maize': np.float64(55.58), 'Cotton': np.float64(43.67), 'Sugarcane': np.float64(20.38), 'Mustard': np.float64(76.42), 'Barley': np.float64(67.93), 'Groundnut': np.float64(50.95)}","['1. Mustard (76.42%)', '2. Wheat (67.93%)', '3. Barley (67.93%)']"
Hoshiarpur,470.3,Punjab,Tanda Urmur,Ginger(Dry),Other,FAQ,28/10/2025,6000.0,7000.0,6500.0,305.695,,,305.695,"{'Paddy': np.float64(25.47), 'Wheat': np.float64(67.93), 'Maize': np.float64(55.58), 'Cotton': np.float64(43.67), 'Sugarcane': np.float64(20.38), 'Mustard': np.float64(76.42), 'Barley': np.float64(67.93), 'Groundnut': np.float64(50.95)}","['1. Mustard (76.42%)', '2. Wheat (67.93%)', '3. Barley (67.93%)']"
Hoshiarpur,470.3,Punjab,Tanda Urmur,Green Chilli,Other,FAQ,28/10/2025,5000.0,6000.0,5500.0,305.695,,,305.695,"{'Paddy': np.float64(25.47), 'Wheat': np.float64(67.93), 'Maize': np.float64(55.58), 'Cotton': np.float64(43.67), 'Sugarcane': np.float64(20.38), 'Mustard': np.float64(76.42), 'Barley': np.float64(67.93), 'Groundnut': np.float64(50.95)}","['1. Mustard (76.42%)', '2. Wheat (67.93%)', '3. Barley (67.93%)']"
Hoshiarpur,470.3,Punjab,Tanda Urmur,Onion,Other,FAQ,28/10/2025,1800.0,2200.0,2000.0,305.695,,,305.695,"{'Paddy': np.float64(25.47), 'Wheat': np.float64(67.93), 'Maize': np.float64(55.58), 'Cotton': np.float64(43.67), 'Sugarcane': np.float64(20.38), 'Mustard': np.float64(76.42), 'Barley': np.float64(67.93), 'Groundnut': np.float64(50.95)}","['1. Mustard (76.42%)', '2. Wheat (67.93%)', '3. Barley (67.93%)']"
Hoshiarpur,470.3,Punjab,Tanda Urmur,Pumpkin,Other,FAQ,28/10/2025,2000.0,3000.0,2500.0,305.695,,,305.695,"{'Paddy': np.float64(25.47), 'Wheat': np.float64(67.93), 'Maize': np.float64(55.58), 'Cotton': np.float64(43.67), 'Sugarcane': np.float64(20.38), 'Mustard': np.float64(76.42), 'Barley': np.float64(67.93), 'Groundnut': np.float64(50.95)}","['1. Mustard (76.42%)', '2. Wheat (67.93%)', '3. Barley (67.93%)']"
Hoshiarpur,470.3,Punjab,Tanda Urmur,Raddish,Other,FAQ,28/10/2025,1500.0,2000.0,1800.0,305.695,,,305.695,"{'Paddy': np.float64(25.47), 'Wheat': np.float64(67.93), 'Maize': np.float64(55.58), 'Cotton': np.float64(43.67), 'Sugarcane': np.float64(20.38), 'Mustard': np.float64(76.42), 'Barley': np.float64(67.93), 'Groundnut': np.float64(50.95)}","['1. Mustard (76.42%)', '2. Wheat (67.93%)', '3. Barley (67.93%)']"
Hoshiarpur,470.3,Punjab,Tanda Urmur,Tomato,Other,FAQ,28/10/2025,2000.0,3000.0,2500.0,305.695,,,305.695,"{'Paddy': np.float64(25.47), 'Wheat': np.float64(67.93), 'Maize': np.float64(55.58), 'Cotton': np.float64(43.67), 'Sugarcane': np.float64(20.38), 'Mustard': np.float64(76.42), 'Barley': np.float64(67.93), 'Groundnut': np.float64(50.95)}","['1. Mustard (76.42%)', '2. Wheat (67.93%)', '3. Barley (67.93%)']"
Hoshiarpur,470.3,Punjab,Garh Shankar,Apple,Other,Medium,28/10/2025,2500.0,5000.0,3500.0,305.695,,,305.695,"{'Paddy': np.float64(25.47), 'Wheat': np.float64(67.93), 'Maize': np.float64(55.58), 'Cotton': np.float64(43.67), 'Sugarcane': np.float64(20.38), 'Mustard': np.float64(76.42), 'Barley': np.float64(67.93), 'Groundnut': np.float64(50.95)}","['1. Mustard (76.42%)', '2. Wheat (67.93%)', '3. Barley (67.93%)']"
Hoshiarpur,470.3,Punjab,Garh Shankar,Cauliflower,Cauliflower,FAQ,28/10/2025,3500.0,4500.0,4000.0,305.695,,,305.695,"{'Paddy': np.float64(25.47), 'Wheat': np.float64(67.93), 'Maize': np.float64(55.58), 'Cotton': np.float64(43.67), 'Sugarcane': np.float64(20.38), 'Mustard': np.float64(76.42), 'Barley': np.float64(67.93), 'Groundnut': np.float64(50.95)}","['1. Mustard (76.42%)', '2. Wheat (67.93%)', '3. Barley (67.93%)']"
Hoshiarpur,470.3,Punjab,Garhshankar(Saila Khurd),Paddy(Dhan)(Common),Other,FAQ,28/10/2025,2389.0,2389.0,2389.0,305.695,,,305.695,"{'Paddy': np.float64(25.47), 'Wheat': np.float64(67.93), 'Maize': np.float64(55.58), 'Cotton': np.float64(43.67), 'Sugarcane': np.float64(20.38), 'Mustard': np.float64(76.42), 'Barley': np.float64(67.93), 'Groundnut': np.float64(50.95)}","['1. Mustard (76.42%)', '2. Wheat (67.93%)', '3. Barley (67.93%)']"
Hoshiarpur,470.3,Punjab,Tanda Urmur,Bhindi(Ladies Finger),Other,FAQ,28/10/2025,4000.0,5000.0,4500.0,305.695,,,305.695,"{'Paddy': np.float64(25.47), 'Wheat': np.float64(67.93), 'Maize': np.float64(55.58), 'Cotton': np.float64(43.67), 'Sugarcane': np.float64(20.38), 'Mustard': np.float64(76.42), 'Barley': np.float64(67.93), 'Groundnut': np.float64(50.95)}","['1. Mustard (76.42%)', '2. Wheat (67.93%)', '3. Barley (67.93%)']"
Hoshiarpur,470.3,Punjab,Tanda Urmur,Yam (Ratalu),Other,FAQ,28/10/2025,6000.0,7000.0,6500.0,305.695,,,305.695,"{'Paddy': np.float64(25.47), 'Wheat': np.float64(67.93), 'Maize': np.float64(55.58), 'Cotton': np.float64(43.67), 'Sugarcane': np.float64(20.38), 'Mustard': np.float64(76.42), 'Barley': np.float64(67.93), 'Groundnut': np.float64(50.95)}","['1. Mustard (76.42%)', '2. Wheat (67.93%)', '3. Barley (67.93%)']"
Hoshiarpur,470.3,Punjab,Garh Shankar,Banana,Medium,Large,28/10/2025,2200.0,3000.0,2500.0,305.695,,,305.695,"{'Paddy': np.float64(25.47), 'Wheat': np.float64(67.93), 'Maize': np.float64(55.58), 'Cotton': np.float64(43.67), 'Sugarcane': np.float64(20.38), 'Mustard': np.float64(76.42), 'Barley': np.float64(67.93), 'Groundnut': np.float64(50.95)}","['1. Mustard (76.42%)', '2. Wheat (67.93%)', '3. Barley (67.93%)']"
Hoshiarpur,470.3,Punjab,Garh Shankar,Bhindi(Ladies Finger),Bhindi,FAQ,28/10/2025,3000.0,4000.0,3500.0,305.695,,,305.695,"{'Paddy': np.float64(25.47), 'Wheat': np.float64(67.93), 'Maize': np.float64(55.58), 'Cotton': np.float64(43.67), 'Sugarcane': np.float64(20.38), 'Mustard': np.float64(76.42), 'Barley': np.float64(67.93), 'Groundnut': np.float64(50.95)}","['1. Mustard (76.42%)', '2. Wheat (67.93%)', '3. Barley (67.93%)']"
Hoshiarpur,470.3,Punjab,Garh Shankar,Brinjal,Brinjal,FAQ,28/10/2025,1200.0,2000.0,1500.0,305.695,,,305.695,"{'Paddy': np.float64(25.47), 'Wheat': np.float64(67.93), 'Maize': np.float64(55.58), 'Cotton': np.float64(43.67), 'Sugarcane': np.float64(20.38), 'Mustard': np.float64(76.42), 'Barley': np.float64(67.93), 'Groundnut': np.float64(50.95)}","['1. Mustard (76.42%)', '2. Wheat (67.93%)', '3. Barley (67.93%)']"
Hoshiarpur,470.3,Punjab,Garh Shankar,Cucumbar(Kheera),Cucumbar,FAQ,28/10/2025,2000.0,3500.0,2500.0,305.695,,,305.695,"{'Paddy': np.float64(25.47), 'Wheat': np.float64(67.93), 'Maize': np.float64(55.58), 'Cotton': np.float64(43.67), 'Sugarcane': np.float64(20.38), 'Mustard': np.float64(76.42), 'Barley': np.float64(67.93), 'Groundnut': np.float64(50.95)}","['1. Mustard (76.42%)', '2. Wheat (67.93%)', '3. Barley (67.93%)']"
Hoshiarpur,470.3,Punjab,Garh Shankar,Garlic,Average,FAQ,28/10/2025,4000.0,5000.0,4500.0,305.695,,,305.695,"{'Paddy': np.float64(25.47), 'Wheat': np.float64(67.93), 'Maize': np.float64(55.58), 'Cotton': np.float64(43.67), 'Sugarcane': np.float64(20.38), 'Mustard': np.float64(76.42), 'Barley': np.float64(67.93), 'Groundnut': np.float64(50.95)}","['1. Mustard (76.42%)', '2. Wheat (67.93%)', '3. Barley (67.93%)']"
Hoshiarpur,470.3,Punjab,Garh Shankar,Green Chilli,Green Chilly,FAQ,28/10/2025,2500.0,3500.0,3000.0,305.695,,,305.695,"{'Paddy': np.float64(25.47), 'Wheat': np.float64(67.93), 'Maize': np.float64(55.58), 'Cotton': np.float64(43.67), 'Sugarcane': np.float64(20.38), 'Mustard': np.float64(76.42), 'Barley': np.float64(67.93), 'Groundnut': np.float64(50.95)}","['1. Mustard (76.42%)', '2. Wheat (67.93%)', '3. Barley (67.93%)']"
Hoshiarpur,470.3,Punjab,Garh Shankar,Paddy(Dhan)(Common),A. Ponni,Non-FAQ,28/10/2025,2389.0,2389.0,2389.0,305.695,,,305.695,"{'Paddy': np.float64(25.47), 'Wheat': np.float64(67.93), 'Maize': np.float64(55.58), 'Cotton': np.float64(43.67), 'Sugarcane': np.float64(20.38), 'Mustard': np.float64(76.42), 'Barley': np.float64(67.93), 'Groundnut': np.float64(50.95)}","['1. Mustard (76.42%)', '2. Wheat (67.93%)', '3. Barley (67.93%)']"
Hoshiarpur,470.3,Punjab,Garh Shankar,Tomato,Deshi,Non-FAQ,28/10/2025,2000.0,2500.0,2300.0,305.695,,,305.695,"{'Paddy': np.float64(25.47), 'Wheat': np.float64(67.93), 'Maize': np.float64(55.58), 'Cotton': np.float64(43.67), 'Sugarcane': np.float64(20.38), 'Mustard': np.float64(76.42), 'Barley': np.float64(67.93), 'Groundnut': np.float64(50.95)}","['1. Mustard (76.42%)', '2. Wheat (67.93%)', '3. Barley (67.93%)']"
Hoshiarpur,470.3,Punjab,GarhShankar (Kotfatuhi),Banana,Other,Large,28/10/2025,2500.0,3000.0,2700.0,305.695,,,305.695,"{'Paddy': np.float64(25.47), 'Wheat': np.float64(67.93), 'Maize': np.float64(55.58), 'Cotton': np.float64(43.67), 'Sugarcane': np.float64(20.38), 'Mustard': np.float64(76.42), 'Barley': np.float64(67.93), 'Groundnut': np.float64(50.95)}","['1. Mustard (76.42%)', '2. Wheat (67.93%)', '3. Barley (67.93%)']"
Hoshiarpur,470.3,Punjab,Tanda Urmur,Apple,Other,Medium,28/10/2025,6000.0,7000.0,6500.0,305.695,,,305.695,"{'Paddy': np.float64(25.47), 'Wheat': np.float64(67.93), 'Maize': np.float64(55.58), 'Cotton': np.float64(43.67), 'Sugarcane': np.float64(20.38), 'Mustard': np.float64(76.42), 'Barley': np.float64(67.93), 'Groundnut': np.float64(50.95)}","['1. Mustard (76.42%)', '2. Wheat (67.93%)', '3. Barley (67.93%)']"
Hoshiarpur,470.3,Punjab,Tanda Urmur,Cabbage,Other,FAQ,28/10/2025,3000.0,4000.0,3500.0,305.695,,,305.695,"{'Paddy': np.float64(25.47), 'Wheat': np.float64(67.93), 'Maize': np.float64(55.58), 'Cotton': np.float64(43.67), 'Sugarcane': np.float64(20.38), 'Mustard': np.float64(76.42), 'Barley': np.float64(67.93), 'Groundnut': np.float64(50.95)}","['1. Mustard (76.42%)', '2. Wheat (67.93%)', '3. Barley (67.93%)']"
Hoshiarpur,470.3,Punjab,Tanda Urmur,Capsicum,Other,FAQ,28/10/2025,6000.0,7000.0,6500.0,305.695,,,305.695,"{'Paddy': np.float64(25.47), 'Wheat': np.float64(67.93), 'Maize': np.float64(55.58), 'Cotton': np.float64(43.67), 'Sugarcane': np.float64(20.38), 'Mustard': np.float64(76.42), 'Barley': np.float64(67.93), 'Groundnut': np.float64(50.95)}","['1. Mustard (76.42%)', '2. Wheat (67.93%)', '3. Barley (67.93%)']"
Hoshiarpur,470.3,Punjab,Tanda Urmur,Potato,Other,FAQ,28/10/2025,1100.0,1300.0,1200.0,305.695,,,305.695,"{'Paddy': np.float64(25.47), 'Wheat': np.float64(67.93), 'Maize': np.float64(55.58), 'Cotton': np.float64(43.67), 'Sugarcane': np.float64(20.38), 'Mustard': np.float64(76.42), 'Barley': np.float64(67.93), 'Groundnut': np.float64(50.95)}","['1. Mustard (76.42%)', '2. Wheat (67.93%)', '3. Barley (67.93%)']"
Hoshiarpur,470.3,Punjab,Garh Shankar,Field Pea,Field Pea,FAQ,28/10/2025,9000.0,11000.0,10000.0,305.695,,,305.695,"{'Paddy': np.float64(25.47), 'Wheat': np.float64(67.93), 'Maize': np.float64(55.58), 'Cotton': np.float64(43.67), 'Sugarcane': np.float64(20.38), 'Mustard': np.float64(76.42), 'Barley': np.float64(67.93), 'Groundnut': np.float64(50.95)}","['1. Mustard (76.42%)', '2. Wheat (67.93%)', '3. Barley (67.93%)']"
Hoshiarpur,470.3,Punjab,Garh Shankar,Onion,Other,FAQ,28/10/2025,1000.0,1300.0,1100.0,305.695,,,305.695,"{'Paddy': np.float64(25.47), 'Wheat': np.float64(67.93), 'Maize': np.float64(55.58), 'Cotton': np.float64(43.67), 'Sugarcane': np.float64(20.38), 'Mustard': np.float64(76.42), 'Barley': np.float64(67.93), 'Groundnut': np.float64(50.95)}","['1. Mustard (76.42%)', '2. Wheat (67.93%)', '3. Barley (67.93%)']"
Hoshiarpur,470.3,Punjab,Garh Shankar,Spinach,Other,FAQ,28/10/2025,1000.0,1700.0,1500.0,305.695,,,305.695,"{'Paddy': np.float64(25.47), 'Wheat': np.float64(67.93), 'Maize': np.float64(55.58), 'Cotton': np.float64(43.67), 'Sugarcane': np.float64(20.38), 'Mustard': np.float64(76.42), 'Barley': np.float64(67.93), 'Groundnut': np.float64(50.95)}","['1. Mustard (76.42%)', '2. Wheat (67.93%)', '3. Barley (67.93%)']"
Hoshiarpur,470.3,Punjab,GarhShankar (Kotfatuhi),Green Chilli,Other,FAQ,28/10/2025,2500.0,3500.0,3000.0,305.695,,,305.695,"{'Paddy': np.float64(25.47), 'Wheat': np.float64(67.93), 'Maize': np.float64(55.58), 'Cotton': np.float64(43.67), 'Sugarcane': np.float64(20.38), 'Mustard': np.float64(76.42), 'Barley': np.float64(67.93), 'Groundnut': np.float64(50.95)}","['1. Mustard (76.42%)', '2. Wheat (67.93%)', '3. Barley (67.93%)']"
Hoshiarpur,470.3,Punjab,GarhShankar (Kotfatuhi),Potato,Other,FAQ,28/10/2025,900.0,1200.0,1000.0,305.695,,,305.695,"{'Paddy': np.float64(25.47), 'Wheat': np.float64(67.93), 'Maize': np.float64(55.58), 'Cotton': np.float64(43.67), 'Sugarcane': np.float64(20.38), 'Mustard': np.float64(76.42), 'Barley': np.float64(67.93), 'Groundnut': np.float64(50.95)}","['1. Mustard (76.42%)', '2. Wheat (67.93%)', '3. Barley (67.93%)']"
Hoshiarpur,470.3,Punjab,Tanda Urmur,Cauliflower,Other,FAQ,28/10/2025,6000.0,7000.0,6500.0,305.695,,,305.695,"{'Paddy': np.float64(25.47), 'Wheat': np.float64(67.93), 'Maize': np.float64(55.58), 'Cotton': np.float64(43.67), 'Sugarcane': np.float64(20.38), 'Mustard': np.float64(76.42), 'Barley': np.float64(67.93), 'Groundnut': np.float64(50.95)}","['1. Mustard (76.42%)', '2. Wheat (67.93%)', '3. Barley (67.93%)']"
Hoshiarpur,470.3,Punjab,Tanda Urmur,Field Pea,Other,FAQ,28/10/2025,12000.0,14000.0,13000.0,305.695,,,305.695,"{'Paddy': np.float64(25.47), 'Wheat': np.float64(67.93), 'Maize': np.float64(55.58), 'Cotton': np.float64(43.67), 'Sugarcane': np.float64(20.38), 'Mustard': np.float64(76.42), 'Barley': np.float64(67.93), 'Groundnut': np.float64(50.95)}","['1. Mustard (76.42%)', '2. Wheat (67.93%)', '3. Barley (67.93%)']"
Hoshiarpur,470.3,Punjab,Tanda Urmur,Papaya,Other,Medium,28/10/2025,4000.0,5000.0,4500.0,305.695,,,305.695,"{'Paddy': np.float64(25.47), 'Wheat': np.float64(67.93), 'Maize': np.float64(55.58), 'Cotton': np.float64(43.67), 'Sugarcane': np.float64(20.38), 'Mustard': np.float64(76.42), 'Barley': np.float64(67.93), 'Groundnut': np.float64(50.95)}","['1. Mustard (76.42%)', '2. Wheat (67.93%)', '3. Barley (67.93%)']"
Hoshiarpur,470.3,Punjab,Tanda Urmur,Pineapple,Other,Medium,28/10/2025,4000.0,5000.0,4500.0,305.695,,,305.695,"{'Paddy': np.float64(25.47), 'Wheat': np.float64(67.93), 'Maize': np.float64(55.58), 'Cotton': np.float64(43.67), 'Sugarcane': np.float64(20.38), 'Mustard': np.float64(76.42), 'Barley': np.float64(67.93), 'Groundnut': np.float64(50.95)}","['1. Mustard (76.42%)', '2. Wheat (67.93%)', '3. Barley (67.93%)']"
Hoshiarpur,470.3,Punjab,Garh Shankar,Cabbage,Cabbage,FAQ,28/10/2025,1700.0,2500.0,2000.0,305.695,,,305.695,"{'Paddy': np.float64(25.47), 'Wheat': np.float64(67.93), 'Maize': np.float64(55.58), 'Cotton': np.float64(43.67), 'Sugarcane': np.float64(20.38), 'Mustard': np.float64(76.42), 'Barley': np.float64(67.93), 'Groundnut': np.float64(50.95)}","['1. Mustard (76.42%)', '2. Wheat (67.93%)', '3. Barley (67.93%)']"
Hoshiarpur,470.3,Punjab,Garh Shankar,Capsicum,Capsicum,FAQ,28/10/2025,4000.0,6000.0,5000.0,305.695,,,305.695,"{'Paddy': np.float64(25.47), 'Wheat': np.float64(67.93), 'Maize': np.float64(55.58), 'Cotton': np.float64(43.67), 'Sugarcane': np.float64(20.38), 'Mustard': np.float64(76.42), 'Barley': np.float64(67.93), 'Groundnut': np.float64(50.95)}","['1. Mustard (76.42%)', '2. Wheat (67.93%)', '3. Barley (67.93%)']"
Hoshiarpur,470.3,Punjab,Garh Shankar,Carrot,Carrot,FAQ,28/10/2025,2000.0,3000.0,2500.0,305.695,,,305.695,"{'Paddy': np.float64(25.47), 'Wheat': np.float64(67.93), 'Maize': np.float64(55.58), 'Cotton': np.float64(43.67), 'Sugarcane': np.float64(20.38), 'Mustard': np.float64(76.42), 'Barley': np.float64(67.93), 'Groundnut': np.float64(50.95)}","['1. Mustard (76.42%)', '2. Wheat (67.93%)', '3. Barley (67.93%)']"
Hoshiarpur,470.3,Punjab,Garh Shankar,Elephant Yam (Suran),Elephant Yam (Suran),FAQ,28/10/2025,4000.0,5000.0,4500.0,305.695,,,305.695,"{'Paddy': np.float64(25.47), 'Wheat': np.float64(67.93), 'Maize': np.float64(55.58), 'Cotton': np.float64(43.67), 'Sugarcane': np.float64(20.38), 'Mustard': np.float64(76.42), 'Barley': np.float64(67.93), 'Groundnut': np.float64(50.95)}","['1. Mustard (76.42%)', '2. Wheat (67.93%)', '3. Barley (67.93%)']"
Hoshiarpur,470.3,Punjab,Garh Shankar,Potato,Other,Non-FAQ,28/10/2025,900.0,1100.0,1000.0,305.695,,,305.695,"{'Paddy': np.float64(25.47), 'Wheat': np.float64(67.93), 'Maize': np.float64(55.58), 'Cotton': np.float64(43.67), 'Sugarcane': np.float64(20.38), 'Mustard': np.float64(76.42), 'Barley': np.float64(67.93), 'Groundnut': np.float64(50.95)}","['1. Mustard (76.42%)', '2. Wheat (67.93%)', '3. Barley (67.93%)']"
Hoshiarpur,470.3,Punjab,Garh Shankar,Raddish,Raddish,FAQ,28/10/2025,1000.0,1500.0,1300.0,305.695,,,305.695,"{'Paddy': np.float64(25.47), 'Wheat': np.float64(67.93), 'Maize': np.float64(55.58), 'Cotton': np.float64(43.67), 'Sugarcane': np.float64(20.38), 'Mustard': np.float64(76.42), 'Barley': np.float64(67.93), 'Groundnut': np.float64(50.95)}","['1. Mustard (76.42%)', '2. Wheat (67.93%)', '3. Barley (67.93%)']"
Hoshiarpur,470.3,Punjab,GarhShankar (Kotfatuhi),Onion,Other,FAQ,28/10/2025,1000.0,1300.0,1200.0,305.695,,,305.695,"{'Paddy': np.float64(25.47), 'Wheat': np.float64(67.93), 'Maize': np.float64(55.58), 'Cotton': np.float64(43.67), 'Sugarcane': np.float64(20.38), 'Mustard': np.float64(76.42), 'Barley': np.float64(67.93), 'Groundnut': np.float64(50.95)}","['1. Mustard (76.42%)', '2. Wheat (67.93%)', '3. Barley (67.93%)']"
Hoshiarpur,470.3,Punjab,GarhShankar (Kotfatuhi),Paddy(Dhan)(Common),Paddy,FAQ,28/10/2025,2389.0,2389.0,2389.0,305.695,,,305.695,"{'Paddy': np.float64(25.47), 'Wheat': np.float64(67.93), 'Maize': np.float64(55.58), 'Cotton': np.float64(43.67), 'Sugarcane': np.float64(20.38), 'Mustard': np.float64(76.42), 'Barley': np.float64(67.93), 'Groundnut': np.float64(50.95)}","['1. Mustard (76.42%)', '2. Wheat (67.93%)', '3. Barley (67.93%)']"
Hoshiarpur,470.3,Punjab,GarhShankar (Kotfatuhi),Tomato,Other,FAQ,28/10/2025,2000.0,3000.0,2500.0,305.695,,,305.695,"{'Paddy': np.float64(25.47), 'Wheat': np.float64(67.93), 'Maize': np.float64(55.58), 'Cotton': np.float64(43.67), 'Sugarcane': np.float64(20.38), 'Mustard': np.float64(76.42), 'Barley': np.float64(67.93), 'Groundnut': np.float64(50.95)}","['1. Mustard (76.42%)', '2. Wheat (67.93%)', '3. Barley (67.93%)']"
Hoshiarpur,470.3,Punjab,Tanda Urmur,Bitter gourd,Other,FAQ,28/10/2025,4000.0,5000.0,4500.0,305.695,,,305.695,"{'Paddy': np.float64(25.47), 'Wheat': np.float64(67.93), 'Maize': np.float64(55.58), 'Cotton': np.float64(43.67), 'Sugarcane': np.float64(20.38), 'Mustard': np.float64(76.42), 'Barley': np.float64(67.93), 'Groundnut': np.float64(50.95)}","['1. Mustard (76.42%)', '2. Wheat (67.93%)', '3. Barley (67.93%)']"
Hoshiarpur,470.3,Punjab,Tanda Urmur,Brinjal,Other,FAQ,28/10/2025,2500.0,3000.0,2800.0,305.695,,,305.695,"{'Paddy': np.float64(25.47), 'Wheat': np.float64(67.93), 'Maize': np.float64(55.58), 'Cotton': np.float64(43.67), 'Sugarcane': np.float64(20.38), 'Mustard': np.float64(76.42), 'Barley': np.float64(67.93), 'Groundnut': np.float64(50.95)}","['1. Mustard (76.42%)', '2. Wheat (67.93%)', '3. Barley (67.93%)']"
Hoshiarpur,470.3,Punjab,Tanda Urmur,Cucumbar(Kheera),Other,FAQ,28/10/2025,4000.0,5000.0,4500.0,305.695,,,305.695,"{'Paddy': np.float64(25.47), 'Wheat': np.float64(67.93), 'Maize': np.float64(55.58), 'Cotton': np.float64(43.67), 'Sugarcane': np.float64(20.38), 'Mustard': np.float64(76.42), 'Barley': np.float64(67.93), 'Groundnut': np.float64(50.95)}","['1. Mustard (76.42%)', '2. Wheat (67.93%)', '3. Barley (67.93%)']"
Hoshiarpur,470.3,Punjab,Tanda Urmur,Lemon,Other,FAQ,28/10/2025,4000.0,5000.0,4500.0,305.695,,,305.695,"{'Paddy': np.float64(25.47), 'Wheat': np.float64(67.93), 'Maize': np.float64(55.58), 'Cotton': np.float64(43.67), 'Sugarcane': np.float64(20.38), 'Mustard': np.float64(76.42), 'Barley': np.float64(67.93), 'Groundnut': np.float64(50.95)}","['1. Mustard (76.42%)', '2. Wheat (67.93%)', '3. Barley (67.93%)']"
Rupnagar,758.3,,,,,,,,,,492.895,,,492.895,"{'Paddy': np.float64(41.07), 'Wheat': np.float64(109.53), 'Maize': np.float64(89.62), 'Cotton': np.float64(70.41), 'Sugarcane': np.float64(32.86), 'Mustard': np.float64(123.22), 'Barley': np.float64(109.53), 'Groundnut': np.float64(82.15)}","['1. Mustard (123.22%)', '2. Wheat (109.53%)', '3. Barley (109.53%)']"
Sas Nagar,492.1,,,,,,,,,,319.865,,,319.865,"{'Paddy': np.float64(26.66), 'Wheat': np.float64(71.08), 'Maize': np.float64(58.16), 'Cotton': np.float64(45.7), 'Sugarcane': np.float64(21.32), 'Mustard': np.float64(79.97), 'Barley': np.float64(71.08), 'Groundnut': np.float64(53.31)}","['1. Mustard (79.97%)', '2. Wheat (71.08%)', '3. Barley (71.08%)']"
Ludhiana,725.5,Punjab,Doraha,Coriander(Leaves),Coriander,FAQ,28/10/2025,400.0,400.0,400.0,471.575,,,471.575,"{'Paddy': np.float64(39.3), 'Wheat': np.float64(104.79), 'Maize': np.float64(85.74), 'Cotton': np.float64(67.37), 'Sugarcane': np.float64(31.44), 'Mustard': np.float64(117.89), 'Barley': np.float64(104.79), 'Groundnut': np.float64(78.6)}","['1. Mustard (117.89%)', '2. Wheat (104.79%)', '3. Barley (104.79%)']"
Ludhiana,725.5,Punjab,Ludhiana,Apple,Other,Medium,28/10/2025,2500.0,6000.0,3000.0,471.575,,,471.575,"{'Paddy': np.float64(39.3), 'Wheat': np.float64(104.79), 'Maize': np.float64(85.74), 'Cotton': np.float64(67.37), 'Sugarcane': np.float64(31.44), 'Mustard': np.float64(117.89), 'Barley': np.float64(104.79), 'Groundnut': np.float64(78.6)}","['1. Mustard (117.89%)', '2. Wheat (104.79%)', '3. Barley (104.79%)']"
