District,Annual_Rainfall_mm,State,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price,Effective_Rainfall_mm,GW_Depth_m,GW_Contribution_mm,Total_Available_mm,Feasibility,Top_3_Crops
Ludhiana,725.5,Punjab,Ludhiana,Cucumbar(Kheera),Other,FAQ,28/10/2025,300.0,2000.0,1200.0,471.575,,,471.575,"{'Paddy': np.float64(39.3), 'Wheat': np.float64(104.79), 'Maize': np.float64(85.74), 'Cotton': np.float64(67.37), 'Sugarcane': np.float64(31.44), 'Mustard': np.float64(117.89), 'Barley': np.float64(104.79), 'Groundnut': np.float64(78.6)}","['1. Mustard (117.89%)', '2. Wheat (104.79%)', '3. Barley (104.79%)']"
Ludhiana,725.5,Punjab,Ludhiana,Potato,Other,FAQ,28/10/2025,400.0,1100.0,600.0,471.575,,,471.575,"{'Paddy': np.float64(39.3), 'Wheat': np.float64(104.79), 'Maize': np.float64(85.74), 'Cotton': np.float64(67.37), 'Sugarcane': np.float64(31.44), 'Mustard': np.float64(117.89), 'Barley': np.float64(104.79), 'Groundnut': np.float64(78.6)}","['1. Mustard (117.89%)', '2. Wheat (104.79%)', '3. Barley (104.79%)']"
Ludhiana,725.5,Punjab,Ludhiana,Ridgeguard(Tori),Other,FAQ,28/10/2025,500.0,2500.0,1800.0,471.575,,,471.575,"{'Paddy': np.float64(39.3), 'Wheat': np.float64(104.79), 'Maize': np.float64(85.74), 'Cotton': np.float64(67.37), 'Sugarcane': np.float64(31.44), 'Mustard': np.float64(117.89), 'Barley': np.float64(104.79), 'Groundnut': np.float64(78.6)}","['1. Mustard (117.89%)', '2. Wheat (104.79%)', '3. Barley (104.79%)']"
Ludhiana,725.5,Punjab,Ludhiana,Water Melon,Other,Medium,28/10/2025,500.0,1500.0,1000.0,471.575,,,471.575,"{'Paddy': np.float64(39.3), 'Wheat': np.float64(104.79), 'Maize': np.float64(85.74), 'Cotton': np.float64(67.37), 'Sugarcane': np.float64(31.44), 'Mustard': np.float64(117.89), 'Barley': np.float64(104.79), 'Groundnut': np.float64(78.6)}","['1. Mustard (117.89%)', '2. Wheat (104.79%)', '3. Barley (104.79%)']"
Ludhiana,725.5,Punjab,Ludhiana(Mandi gill Road),Paddy(Dhan)(Common),Other,FAQ,28/10/2025,2389.0,2389.0,2389.0,471.575,,,471.575,"{'Paddy': np.float64(39.3), 'Wheat': np.float64(104.79), 'Maize': np.float64(85.74), 'Cotton': np.float64(67.37), 'Sugarcane': np.float64(31.44), 'Mustard': np.float64(117.89), 'Barley': np.float64(104.79), 'Groundnut': np.float64(78.6)}","['1. Mustard (117.89%)', '2. Wheat (104.79%)', '3. Barley (104.79%)']"
Ludhiana,725.5,Punjab,Doraha,Tomato,Other,FAQ,28/10/2025,2250.0,2250.0,2250.0,471.575,,,471.575,"{'Paddy': np.float64(39.3), 'Wheat': np.float64(104.79), 'Maize': np.float64(85.74), 'Cotton': np.float64(67.37), 'Sugarcane': np.float64(31.44), 'Mustard': np.float64(117.89), 'Barley': np.float64(104.79), 'Groundnut': np.float64(78.6)}","['1. Mustard (117.89%)', '2. Wheat (104.79%)', '3. Barley (104.79%)']"
Ludhiana,725.5,Punjab,Ludhiana,Capsicum,Other,FAQ,28/10/2025,2500.0,3800.0,3000.0,471.575,,,471.575,"{'Paddy': np.float64(39.3), 'Wheat': np.float64(104.79), 'Maize': np.float64(85.74), 'Cotton': np.float64(67.37), 'Sugarcane': np.float64(31.44), 'Mustard': np.float64(117.89), 'Barley': np.float64(104.79), 'Groundnut': np.float64(78.6)}","['1. Mustard (117.89%)', '2. Wheat (104.79%)', '3. Barley (104.79%)']"
Ludhiana,725.5,Punjab,Ludhiana,Ginger(Dry),Other,FAQ,28/10/2025,2500.0,3500.0,3000.0,471.575,,,471.575,"{'Paddy': np.float64(39.3), 'Wheat': np.float64(104.79), 'Maize': np.float64(85.74), 'Cotton': np.float64(67.37), 'Sugarcane': np.float64(31.44), 'Mustard': np.float64(117.89), 'Barley': np.float64(104.79), 'Groundnut': np.float64(78.6)}","['1. Mustard (117.89%)', '2. Wheat (104.79%)', '3. Barley (104.79%)']"
Ludhiana,725.5,Punjab,Ludhiana,Tomato,Other,FAQ,28/10/2025,1200.0,3200.0,2000.0,471.575,,,471.575,"{'Paddy': np.float64(39.3), 'Wheat': np.float64(104.79), 'Maize': np.float64(85.74), 'Cotton': np.float64(67.37), 'Sugarcane': np.float64(31.44), 'Mustard': np.float64(117.89), 'Barley': np.float64(104.79), 'Groundnut': np.float64(78.6)}","['1. Mustard (117.89%)', '2. Wheat (104.79%)', '3. Barley (104.79%)']"
Ludhiana,725.5,Punjab,Doraha,Cucumbar(Kheera),Cucumbar,FAQ,28/10/2025,2200.0,2200.0,2200.0,471.575,,,471.575,"{'Paddy': np.float64(39.3), 'Wheat': np.float64(104.79), 'Maize': np.float64(85.74), 'Cotton': np.float64(67.37), 'Sugarcane': np.float64(31.44), 'Mustard': np.float64(117.89), 'Barley': np.float64(104.79), 'Groundnut': np.float64(78.6)}","['1. Mustard (117.89%)', '2. Wheat (104.79%)', '3. Barley (104.79%)']"
Ludhiana,725.5,Punjab,Ludhiana,Bottle gourd,Other,FAQ,28/10/2025,300.0,1100.0,800.0,471.575,,,471.575,"{'Paddy': np.float64(39.3), 'Wheat': np.float64(104.79), 'Maize': np.float64(85.74), 'Cotton': np.float64(67.37), 'Sugarcane': np.float64(31.44), 'Mustard': np.float64(117.89), 'Barley': np.float64(104.79), 'Groundnut': np.float64(78.6)}","['1. Mustard (117.89%)', '2. Wheat (104.79%)', '3. Barley (104.79%)']"
Ludhiana,725.5,Punjab,Ludhiana,Brinjal,Other,FAQ,28/10/2025,800.0,1500.0,1200.0,471.575,,,471.575,"{'Paddy': np.float64(39.3), 'Wheat': np.float64(104.79), 'Maize': np.float64(85.74), 'Cotton': np.float64(67.37), 'Sugarcane': np.float64(31.44), 'Mustard': np.float64(117.89), 'Barley': np.float64(104.79), 'Groundnut': np.float64(78.6)}","['1. Mustard (117.89%)', '2. Wheat (104.79%)', '3. Barley (104.79%)']"
Ludhiana,725.5,Punjab,Ludhiana,Green Chilli,Other,FAQ,28/10/2025,2300.0,3000.0,2600.0,471.575,,,471.575,"{'Paddy': np.float64(39.3), 'Wheat': np.float64(104.79), 'Maize': np.float64(85.74), 'Cotton': np.float64(67.37), 'Sugarcane': np.float64(31.44), 'Mustard': np.float64(117.89), 'Barley': np.float64(104.79), 'Groundnut': np.float64(78.6)}","['1. Mustard (117.89%)', '2. Wheat (104.79%)', '3. Barley (104.79%)']"
Ludhiana,725.5,Punjab,Ludhiana,Guava,Other,Medium,28/10/2025,1000.0,2500.0,1500.0,471.575,,,471.575,"{'Paddy': np.float64(39.3), 'Wheat': np.float64(104.79), 'Maize': np.float64(85.74), 'Cotton': np.float64(67.37), 'Sugarcane': np.float64(31.44), 'Mustard': np.float64(117.89), 'Barley': np.float64(104.79), 'Groundnut': np.float64(78.6)}","['1. Mustard (117.89%)', '2. Wheat (104.79%)', '3. Barley (104.79%)']"
Ludhiana,725.5,Punjab,Ludhiana,Kinnow,Other,Medium,28/10/2025,1000.0,2500.0,1500.0,471.575,,,471.575,"{'Paddy': np.float64(39.3), 'Wheat': np.float64(104.79), 'Maize': np.float64(85.74), 'Cotton': np.float64(67.37), 'Sugarcane': np.float64(31.44), 'Mustard': np.float64(117.89), 'Barley': np.float64(104.79), 'Groundnut': np.float64(78.6)}","['1. Mustard (117.89%)', '2. Wheat (104.79%)', '3. Barley (104.79%)']"
Ludhiana,725.5,Punjab,Ludhiana,Onion,Other,FAQ,28/10/2025,400.0,1300.0,1000.0,471.575,,,471.575,"{'Paddy': np.float64(39.3), 'Wheat': np.float64(104.79), 'Maize': np.float64(85.74), 'Cotton': np.float64(67.37), 'Sugarcane': np.float64(31.44), 'Mustard': np.float64(117.89), 'Barley': np.float64(104.79), 'Groundnut': np.float64(78.6)}","['1. Mustard (117.89%)', '2. Wheat (104.79%)', '3. Barley (104.79%)']"
Ludhiana,725.5,Punjab,Ludhiana,Pumpkin,Other,FAQ,28/10/2025,500.0,1000.0,800.0,471.575,,,471.575,"{'Paddy': np.float64(39.3), 'Wheat': np.float64(104.79), 'Maize': np.float64(85.74), 'Cotton': np.float64(67.37), 'Sugarcane': np.float64(31.44), 'Mustard': np.float64(117.89), 'Barley': np.float64(104.79), 'Groundnut': np.float64(78.6)}","['1. Mustard (117.89%)', '2. Wheat (104.79%)', '3. Barley (104.79%)']"
Ludhiana,725.5,Punjab,Ludhiana,Raddish,Other,FAQ,28/10/2025,800.0,1200.0,1000.0,471.575,,,471.575,"{'Paddy': np.float64(39.3), 'Wheat': np.float64(104.79), 'Maize': np.float64(85.74), 'Cotton': np.float64(67.37), 'Sugarcane': np.float64(31.44), 'Mustard': np.float64(117.89), 'Barley': np.float64(104.79), 'Groundnut': np.float64(78.6)}","['1. Mustard (117.89%)', '2. Wheat (104.79%)', '3. Barley (104.79%)']"
Ludhiana,725.5,Punjab,Ludhiana(Salem Tabri),Paddy(Dhan)(Common),Other,FAQ,28/10/2025,2389.0,2389.0,2389.0,471.575,,,471.575,"{'Paddy': np.float64(39.3), 'Wheat': np.float64(104.79), 'Maize': np.float64(85.74), 'Cotton': np.float64(67.37), 'Sugarcane': np.float64(31.44), 'Mustard': np.float64(117.89), 'Barley': np.float64(104.79), 'Groundnut': np.float64(78.6)}","['1. Mustard (117.89%)', '2. Wheat (104.79%)', '3. Barley (104.79%)']"
Ludhiana,725.5,Punjab,Doraha,Carrot,Other,FAQ,28/10/2025,300.0,3000.0,300.0,471.575,,,471.575,"{'Paddy': np.float64(39.3), 'Wheat': np.float64(104.79), 'Maize': np.float64(85.74), 'Cotton': np.float64(67.37), 'Sugarcane': np.float64(31.44), 'Mustard': np.float64(117.89), 'Barley': np.float64(104.79), 'Groundnut': np.float64(78.6)}","['1. Mustard (117.89%)', '2. Wheat (104.79%)', '3. Barley (104.79%)']"
Ludhiana,725.5,Punjab,Doraha,Raddish,Raddish,FAQ,28/10/2025,150.0,1500.0,1500.0,471.575,,,471.575,"{'Paddy': np.float64(39.3), 'Wheat': np.float64(104.79), 'Maize': np.float64(85.74), 'Cotton': np.float64(67.37), 'Sugarcane': np.float64(31.44), 'Mustard': np.float64(117.89), 'Barley': np.float64(104.79), 'Groundnut': np.float64(78.6)}","['1. Mustard (117.89%)', '2. Wheat (104.79%)', '3. Barley (104.79%)']"
Ludhiana,725.5,Punjab,Doraha,Sponge gourd,Other,FAQ,28/10/2025,1500.0,1500.0,1500.0,471.575,,,471.575,"{'Paddy': np.float64(39.3), 'Wheat': np.float64(104.79), 'Maize': np.float64(85.74), 'Cotton': np.float64(67.37), 'Sugarcane': np.float64(31.44), 'Mustard': np.float64(117.89), 'Barley': np.float64(104.79), 'Groundnut': np.float64(78.6)}","['1. Mustard (117.89%)', '2. Wheat (104.79%)', '3. Barley (104.79%)']"
Ludhiana,725.5,Punjab,Ludhiana,Beetroot,Other,FAQ,28/10/2025,1000.0,1800.0,1300.0,471.575,,,471.575,"{'Paddy': np.float64(39.3), 'Wheat': np.float64(104.79), 'Maize': np.float64(85.74), 'Cotton': np.float64(67.37), 'Sugarcane': np.float64(31.44), 'Mustard': np.float64(117.89), 'Barley': np.float64(104.79), 'Groundnut': np.float64(78.6)}","['1. Mustard (117.89%)', '2. Wheat (104.79%)', '3. Barley (104.79%)']"
Ludhiana,725.5,Punjab,Ludhiana,Bhindi(Ladies Finger),Other,FAQ,28/10/2025,1400.0,1800.0,1600.0,471.575,,,471.575,"{'Paddy': np.float64(39.3), 'Wheat': np.float64(104.79), 'Maize': np.float64(85.74), 'Cotton': np.float64(67.37), 'Sugarcane': np.float64(31.44), 'Mustard': np.float64(117.89), 'Barley': np.float64(104.79), 'Groundnut': np.float64(78.6)}","['1. Mustard (117.89%)', '2. Wheat (104.79%)', '3. Barley (104.79%)']"
Ludhiana,725.5,Punjab,Ludhiana,Cabbage,Other,FAQ,28/10/2025,1000.0,1700.0,1400.0,471.575,,,471.575,"{'Paddy': np.float64(39.3), 'Wheat': np.float64(104.79), 'Maize': np.float64(85.74), 'Cotton': np.float64(67.37), 'Sugarcane': np.float64(31.44), 'Mustard': np.float64(117.89), 'Barley': np.float64(104.79), 'Groundnut': np.float64(78.6)}","['1. Mustard (117.89%)', '2. Wheat (104.79%)', '3. Barley (104.79%)']"
Ludhiana,725.5,Punjab,Ludhiana,Carrot,Other,FAQ,28/10/2025,1000.0,2500.0,1500.0,471.575,,,471.575,"{'Paddy': np.float64(39.3), 'Wheat': np.float64(104.79), 'Maize': np.float64(85.74), 'Cotton': np.float64(67.37), 'Sugarcane': np.float64(31.44), 'Mustard': np.float64(117.89), 'Barley': np.float64(104.79), 'Groundnut': np.float64(78.6)}","['1. Mustard (117.89%)', '2. Wheat (104.79%)', '3. Barley (104.79%)']"
Ludhiana,725.5,Punjab,Ludhiana,Colacasia,Other,FAQ,28/10/2025,1000.0,2000.0,1300.0,471.575,,,471.575,"{'Paddy': np.float64(39.3), 'Wheat': np.float64(104.79), 'Maize': np.float64(85.74), 'Cotton': np.float64(67.37), 'Sugarcane': np.float64(31.44), 'Mustard': np.float64(117.89), 'Barley': np.float64(104.79), 'Groundnut': np.float64(78.6)}","['1. Mustard (117.89%)', '2. Wheat (104.79%)', '3. Barley (104.79%)']"
Ludhiana,725.5,Punjab,Ludhiana,Coriander(Leaves),Other,FAQ,28/10/2025,2000.0,4000.0,3000.0,471.575,,,471.575,"{'Paddy': np.float64(39.3), 'Wheat': np.float64(104.79), 'Maize': np.float64(85.74), 'Cotton': np.float64(67.37), 'Sugarcane': np.float64(31.44), 'Mustard': np.float64(117.89), 'Barley': np.float64(104.79), 'Groundnut': np.float64(78.6)}","['1. Mustard (117.89%)', '2. Wheat (104.79%)', '3. Barley (104.79%)']"
Ludhiana,725.5,Punjab,Ludhiana,Garlic,Other,FAQ,28/10/2025,2300.0,5200.0,4000.0,471.575,,,471.575,"{'Paddy': np.float64(39.3), 'Wheat': np.float64(104.79), 'Maize': np.float64(85.74), 'Cotton': np.float64(67.37), 'Sugarcane': np.float64(31.44), 'Mustard': np.float64(117.89), 'Barley': np.float64(104.79), 'Groundnut': np.float64(78.6)}","['1. Mustard (117.89%)', '2. Wheat (104.79%)', '3. Barley (104.79%)']"
Ludhiana,725.5,Punjab,Ludhiana,Peas Wet,Other,FAQ,28/10/2025,4000.0,8000.0,6500.0,471.575,,,471.575,"{'Paddy': np.float64(39.3), 'Wheat': np.float64(104.79), 'Maize': np.float64(85.74), 'Cotton': np.float64(67.37), 'Sugarcane': np.float64(31.44), 'Mustard': np.float64(117.89), 'Barley': np.float64(104.79), 'Groundnut': np.float64(78.6)}","['1. Mustard (117.89%)', '2. Wheat (104.79%)', '3. Barley (104.79%)']"
Ludhiana,725.5,Punjab,Doraha,Capsicum,Capsicum,FAQ,28/10/2025,500.0,500.0,500.0,471.575,,,471.575,"{'Paddy': np.float64(39.3), 'Wheat': np.float64(104.79), 'Maize': np.float64(85.74), 'Cotton': np.float64(67.37), 'Sugarcane': np.float64(31.44), 'Mustard': np.float64(117.89), 'Barley': np.float64(104.79), 'Groundnut': np.float64(78.6)}","['1. Mustard (117.89%)', '2. Wheat (104.79%)', '3. Barley (104.79%)']"
Ludhiana,725.5,Punjab,Doraha,Potato,Other,Non-FAQ,28/10/2025,900.0,1200.0,1100.0,471.575,,,471.575,"{'Paddy': np.float64(39.3), 'Wheat': np.float64(104.79), 'Maize': np.float64(85.74), 'Cotton': np.float64(67.37), 'Sugarcane': np.float64(31.44), 'Mustard': np.float64(117.89), 'Barley': np.float64(104.79), 'Groundnut': np.float64(78.6)}","['1. Mustard (117.89%)', '2. Wheat (104.79%)', '3. Barley (104.79%)']"
Ludhiana,725.5,Punjab,Doraha,Tomato,Other,Non-FAQ,28/10/2025,1800.0,2500.0,2250.0,471.575,,,471.575,"{'Paddy': np.float64(39.3), 'Wheat': np.float64(104.79), 'Maize': np.float64(85.74), 'Cotton': np.float64(67.37), 'Sugarcane': np.float64(31.44), 'Mustard': np.float64(117.89), 'Barley': np.float64(104.79), 'Groundnut': np.float64(78.6)}","['1. Mustard (117.89%)', '2. Wheat (104.79%)', '3. Barley (104.79%)']"
Ludhiana,725.5,Punjab,Ludhiana,Ashgourd,Other,FAQ,28/10/2025,500.0,2800.0,1800.0,471.575,,,471.575,"{'Paddy': np.float64(39.3), 'Wheat': np.float64(104.79), 'Maize': np.float64(85.74), 'Cotton': np.float64(67.37), 'Sugarcane': np.float64(31.44), 'Mustard': np.float64(117.89), 'Barley': np.float64(104.79), 'Groundnut': np.float64(78.6)}","['1. Mustard (117.89%)', '2. Wheat (104.79%)', '3. Barley (104.79%)']"
Ludhiana,725.5,Punjab,Ludhiana,Bitter gourd,Other,FAQ,28/10/2025,1800.0,2600.0,2200.0,471.575,,,471.575,"{'Paddy': np.float64(39.3), 'Wheat': np.float64(104.79), 'Maize': np.float64(85.74), 'Cotton': np.float64(67.37), 'Sugarcane': np.float64(31.44), 'Mustard': np.float64(117.89), 'Barley': np.float64(104.79), 'Groundnut': np.float64(78.6)}","['1. Mustard (117.89%)', '2. Wheat (104.79%)', '3. Barley (104.79%)']"
Ludhiana,725.5,Punjab,Ludhiana,Cauliflower,Other,FAQ,28/10/2025,1700.0,4000.0,2800.0,471.575,,,471.575,"{'Paddy': np.float64(39.3), 'Wheat': np.float64(104.79), 'Maize': np.float64(85.74), 'Cotton': np.float64(67.37), 'Sugarcane': np.float64(31.44), 'Mustard': np.float64(117.89), 'Barley': np.float64(104.79), 'Groundnut': np.float64(78.6)}","['1. Mustard (117.89%)', '2. Wheat (104.79%)', '3. Barley (104.79%)']"
Ludhiana,725.5,Punjab,Ludhiana,Lemon,Other,FAQ,28/10/2025,1000.0,2800.0,2000.0,471.575,,,471.575,"{'Paddy': np.float64(39.3), 'Wheat': np.float64(104.79), 'Maize': np.float64(85.74), 'Cotton': np.float64(67.37), 'Sugarcane': np.float64(31.44), 'Mustard': np.float64(117.89), 'Barley': np.float64(104.79), 'Groundnut': np.float64(78.6)}","['1. Mustard (117.89%)', '2. Wheat (104.79%)', '3. Barley (104.79%)']"
Ludhiana,725.5,Punjab,Ludhiana,Mousambi(Sweet Lime),Other,Medium,28/10/2025,2000.0,3000.0,2700.0,471.575,,,471.575,"{'Paddy': np.float64(39.3), 'Wheat': np.float64(104.79), 'Maize': np.float64(85.74), 'Cotton': np.float64(67.37), 'Sugarcane': np.float64(31.44), 'Mustard': np.float64(117.89), 'Barley': np.float64(104.79), 'Groundnut': np.float64(78.6)}","['1. Mustard (117.89%)', '2. Wheat (104.79%)', '3. Barley (104.79%)']"
Ludhiana,725.5,Punjab,Ludhiana,Pomegranate,Other,Medium,28/10/2025,3000.0,7000.0,5000.0,471.575,,,471.575,"{'Paddy': np.float64(39.3), 'Wheat': np.float64(104.79), 'Maize': np.float64(85.74), 'Cotton': np.float64(67.37), 'Sugarcane': np.float64(31.44), 'Mustard': np.float64(117.89), 'Barley': np.float64(104.79), 'Groundnut': np.float64(78.6)}","['1. Mustard (117.89%)', '2. Wheat (104.79%)', '3. Barley (104.79%)']"
Ferozepur,437.9,,,,,,,,,,284.635,,,284.635,"{'Paddy': np.float64(23.72), 'Wheat': np.float64(63.25), 'Maize': np.float64(51.75), 'Cotton': np.float64(40.66), 'Sugarcane': np.float64(18.98), 'Mustard': np.float64(71.16), 'Barley': np.float64(63.25), 'Groundnut': np.float64(47.44)}","['1. Mustard (71.16%)', '2. Wheat (63.25%)', '3. Barley (63.25%)']"
Faridkot,510.6,Punjab,Jaitu(Bajakhana),Paddy(Dhan)(Common),Other,FAQ,28/10/2025,2389.0,2389.0,2389.0,331.89000000000004,,,331.89000000000004,"{'Paddy': np.float64(27.66), 'Wheat': np.float64(73.75), 'Maize': np.float64(60.34), 'Cotton': np.float64(47.41), 'Sugarcane': np.float64(22.13), 'Mustard': np.float64(82.97), 'Barley': np.float64(73.75), 'Groundnut': np.float64(55.32)}","['1. Mustard (82.97%)', '2. Wheat (73.75%)', '3. Barley (73.75%)']"
Sri Muktsar Sahib,426.3,,,,,,,,,,277.095,,,277.095,"{'Paddy': np.float64(23.09), 'Wheat': np.float64(61.58), 'Maize': np.float64(50.38), 'Cotton': np.float64(39.58), 'Sugarcane': np.float64(18.47), 'Mustard': np.float64(69.27), 'Barley': np.float64(61.58), 'Groundnut': np.float64(46.18)}","['1. Mustard (69.27%)', '2. Wheat (61.58%)', '3. Barley (61.58%)']"
Moga,390.0,Punjab,Kot ise Khan,Potato,Other,Non-FAQ,28/10/2025,800.0,1000.0,900.0,253.5,,,253.5,"{'Paddy': np.float64(21.12), 'Wheat': np.float64(56.33), 'Maize': np.float64(46.09), 'Cotton': np.float64(36.21), 'Sugarcane': np.float64(16.9), 'Mustard': np.float64(63.38), 'Barley': np.float64(56.33), 'Groundnut': np.float64(42.25)}","['1. Mustard (63.38%)', '2. Wheat (56.33%)', '3. Barley (56.33%)']"
Moga,390.0,Punjab,Kot ise Khan,Raddish,Other,FAQ,28/10/2025,800.0,1000.0,900.0,253.5,,,253.5,"{'Paddy': np.float64(21.12), 'Wheat': np.float64(56.33), 'Maize': np.float64(46.09), 'Cotton': np.float64(36.21), 'Sugarcane': np.float64(16.9), 'Mustard': np.float64(63.38), 'Barley': np.float64(56.33), 'Groundnut': np.float64(42.25)}","['1. Mustard (63.38%)', '2. Wheat (56.33%)', '3. Barley (56.33%)']"
Moga,390.0,Punjab,Kot ise Khan,Bhindi(Ladies Finger),Other,FAQ,28/10/2025,1000.0,1200.0,1100.0,253.5,,,253.5,"{'Paddy': np.float64(21.12), 'Wheat': np.float64(56.33), 'Maize': np.float64(46.09), 'Cotton': np.float64(36.21), 'Sugarcane': np.float64(16.9), 'Mustard': np.float64(63.38), 'Barley': np.float64(56.33), 'Groundnut': np.float64(42.25)}","['1. Mustard (63.38%)', '2. Wheat (56.33%)', '3. Barley (56.33%)']"
Moga,390.0,Punjab,Kot ise Khan,Green Chilli,Other,FAQ,28/10/2025,1200.0,1400.0,1300.0,253.5,,,253.5,"{'Paddy': np.float64(21.12), 'Wheat': np.float64(56.33), 'Maize': np.float64(46.09), 'Cotton': np.float64(36.21), 'Sugarcane': np.float64(16.9), 'Mustard': np.float64(63.38), 'Barley': np.float64(56.33), 'Groundnut': np.float64(42.25)}","['1. Mustard (63.38%)', '2. Wheat (56.33%)', '3. Barley (56.33%)']"
Moga,390.0,Punjab,Kot ise Khan,Paddy(Dhan)(Basmati),1121,FAQ,28/10/2025,2389.0,2391.0,2390.0,253.5,,,253.5,"{'Paddy': np.float64(21.12), 'Wheat': np.float64(56.33), 'Maize': np.float64(46.09), 'Cotton': np.float64(36.21), 'Sugarcane': np.float64(16.9), 'Mustard': np.float64(63.38), 'Barley': np.float64(56.33), 'Groundnut': np.float64(42.25)}","['1. Mustard (63.38%)', '2. Wheat (56.33%)', '3. Barley (56.33%)']"
Moga,390.0,Punjab,Kot ise Khan,Season Leaves,Other,FAQ,28/10/2025,800.0,1000.0,900.0,253.5,,,253.5,"{'Paddy': np.float64(21.12), 'Wheat': np.float64(56.33), 'Maize': np.float64(46.09), 'Cotton': np.float64(36.21), 'Sugarcane': np.float64(16.9), 'Mustard': np.float64(63.38), 'Barley': np.float64(56.33), 'Groundnut': np.float64(42.25)}","['1. Mustard (63.38%)', '2. Wheat (56.33%)', '3. Barley (56.33%)']"
Moga,390.0,Punjab,Kot ise Khan,Brinjal,Other,FAQ,28/10/2025,800.0,1000.0,900.0,253.5,,,253.5,"{'Paddy': np.float64(21.12), 'Wheat': np.float64(56.33), 'Maize': np.float64(46.09), 'Cotton': np.float64(36.21), 'Sugarcane': np.float64(16.9), 'Mustard': np.float64(63.38), 'Barley': np.float64(56.33), 'Groundnut': np.float64(42.25)}","['1. Mustard (63.38%)', '2. Wheat (56.33%)', '3. Barley (56.33%)']"
Moga,390.0,Punjab,Kot ise Khan,Cucumbar(Kheera),Other,FAQ,28/10/2025,1000.0,1200.0,1100.0,253.5,,,253.5,"{'Paddy': np.float64(21.12), 'Wheat': np.float64(56.33), 'Maize': np.float64(46.09), 'Cotton': np.float64(36.21), 'Sugarcane': np.float64(16.9), 'Mustard': np.float64(63.38), 'Barley': np.float64(56.33), 'Groundnut': np.float64(42.25)}","['1. Mustard (63.38%)', '2. Wheat (56.33%)', '3. Barley (56.33%)']"
Moga,390.0,Punjab,Kot ise Khan,Potato,Other,FAQ,28/10/2025,1000.0,1200.0,1100.0,253.5,,,253.5,"{'Paddy': np.float64(21.12), 'Wheat': np.float64(56.33), 'Maize': np.float64(46.09), 'Cotton': np.float64(36.21), 'Sugarcane': np.float64(16.9), 'Mustard': np.float64(63.38), 'Barley': np.float64(56.33), 'Groundnut': np.float64(42.25)}","['1. Mustard (63.38%)', '2. Wheat (56.33%)', '3. Barley (56.33%)']"
Bathinda,492.6,,,,,,,,,,320.19,,,320.19,"{'Paddy': np.float64(26.68), 'Wheat': np.float64(71.15), 'Maize': np.float64(58.22), 'Cotton': np.float64(45.74), 'Sugarcane': np.float64(21.35), 'Mustard': np.float64(80.05), 'Barley': np.float64(71.15), 'Groundnut': np.float64(53.36)}","['1. Mustard (80.05%)', '2. Wheat (71.15%)', '3. Barley (71.15%)']"
Mansa,211.8,,,,,,,,,,137.67000000000002,,,137.67000000000002,"{'Paddy': np.float64(11.47), 'Wheat': np.float64(30.59), 'Maize': np.float64(25.03), 'Cotton': np.float64(19.67), 'Sugarcane': np.float64(9.18), 'Mustard': np.float64(34.42), 'Barley': np.float64(30.59), 'Groundnut': np.float64(22.94)}","['1. Mustard (34.42%)', '2. Wheat (30.59%)', '3. Barley (30.59%)']"
Sangrur,337.3,Punjab,Ahmedgarh,Apple,American,Medium,28/10/2025,5000.0,5500.0,5000.0,219.245,,,219.245,"{'Paddy': np.float64(18.27), 'Wheat': np.float64(48.72), 'Maize': np.float64(39.86), 'Cotton': np.float64(31.32), 'Sugarcane': np.float64(14.62), 'Mustard': np.float64(54.81), 'Barley': np.float64(48.72), 'Groundnut': np.float64(36.54)}","['1. Mustard (54.81%)', '2. Wheat (48.72%)', '3. Barley (48.72%)']"
Sangrur,337.3,Punjab,Ahmedgarh,Raddish,Other,FAQ,28/10/2025,3000.0,3500.0,3500.0,219.245,,,219.245,"{'Paddy': np.float64(18.27), 'Wheat': np.float64(48.72), 'Maize': np.float64(39.86), 'Cotton': np.float64(31.32), 'Sugarcane': np.float64(14.62), 'Mustard': np.float64(54.81), 'Barley': np.float64(48.72), 'Groundnut': np.float64(36.54)}","['1. Mustard (54.81%)', '2. Wheat (48.72%)', '3. Barley (48.72%)']"
Sangrur,337.3,Punjab,Dhuri,Potato,Potato,FAQ,28/10/2025,900.0,1000.0,950.0,219.245,,,219.245,"{'Paddy': np.float64(18.27), 'Wheat': np.float64(48.72), 'Maize': np.float64(39.86), 'Cotton': np.float64(31.32), 'Sugarcane': np.float64(14.62), 'Mustard': np.float64(54.81), 'Barley': np.float64(48.72), 'Groundnut': np.float64(36.54)}","['1. Mustard (54.81%)', '2. Wheat (48.72%)', '3. Barley (48.72%)']"
Sangrur,337.3,Punjab,Ahmedgarh,Paddy(Dhan)(Common),Paddy,FAQ,28/10/2025,2389.0,2389.0,2389.0,219.245,,,219.245,"{'Paddy': np.float64(18.27), 'Wheat': np.float64(48.72), 'Maize': np.float64(39.86), 'Cotton': np.float64(31.32), 'Sugarcane': np.float64(14.62), 'Mustard': np.float64(54.81), 'Barley': np.float64(48.72), 'Groundnut': np.float64(36.54)}","['1. Mustard (54.81%)', '2. Wheat (48.72%)', '3. Barley (48.72%)']"
